allele_name	gene_family	consensus_gene_name	consensus_product	threshold	alleles_at_maximum_threshold	number_genomes	average_dose	min_dose	max_dose	genomes_containing_fissions	genomes_containing_duplications	number_fission_loci	number_duplicated_loci	no_loci	products	gene_names	min_length(bp)	max_length(bp)	average_length(bp)	cluster	cluster_order	GCA_029747675_1_ASM2974767v1_genomic	GCA_029747785_1_ASM2974778v1_genomic	GCA_029747985_1_ASM2974798v1_genomic	GCA_030235295_1_ASM3023529v1_genomic	GCA_030235365_1_ASM3023536v1_genomic	GCA_030235425_1_ASM3023542v1_genomic	GCA_030239835_1_ASM3023983v1_genomic	GCA_030239865_1_ASM3023986v1_genomic	GCA_030240135_1_ASM3024013v1_genomic	GCA_030240165_1_ASM3024016v1_genomic
g00146_00006	g00146	NA	ribosome maturation factor RimM	98	1	10	1	1	1	0	0	0	0	10	ribosome maturation factor RimM(10)	NA(10)	552	552	552.00	1	38	GCA_029747675_1_ASM2974767v1_genomic_01033	GCA_029747785_1_ASM2974778v1_genomic_01019	GCA_029747985_1_ASM2974798v1_genomic_01022	GCA_030235295_1_ASM3023529v1_genomic_00660	GCA_030235365_1_ASM3023536v1_genomic_01540	GCA_030235425_1_ASM3023542v1_genomic_01984	GCA_030239835_1_ASM3023983v1_genomic_00952	GCA_030239865_1_ASM3023986v1_genomic_00925	GCA_030240135_1_ASM3024013v1_genomic_00582	GCA_030240165_1_ASM3024016v1_genomic_00704
g00154_00006	g00154	NA	tRNA (guanosine(37)-N1)-methyltransferase TrmD	98	1	10	1	1	1	0	0	0	0	10	tRNA (guanosine(37)-N1)-methyltransferase TrmD(10)	NA(10)	726	726	726.00	1	39	GCA_029747675_1_ASM2974767v1_genomic_01032	GCA_029747785_1_ASM2974778v1_genomic_01018	GCA_029747985_1_ASM2974798v1_genomic_01021	GCA_030235295_1_ASM3023529v1_genomic_00636	GCA_030235365_1_ASM3023536v1_genomic_01543	GCA_030235425_1_ASM3023542v1_genomic_01985	GCA_030239835_1_ASM3023983v1_genomic_00941	GCA_030239865_1_ASM3023986v1_genomic_00931	GCA_030240135_1_ASM3024013v1_genomic_00571	GCA_030240165_1_ASM3024016v1_genomic_00705
g00499_00006	g00499	NA	Acetyl esterase/lipase	98	1	10	1	1	1	0	0	0	0	10	Acetyl esterase/lipase(10)	NA(10)	699	699	699.00	1	40	GCA_029747675_1_ASM2974767v1_genomic_01031	GCA_029747785_1_ASM2974778v1_genomic_01017	GCA_029747985_1_ASM2974798v1_genomic_01020	GCA_030235295_1_ASM3023529v1_genomic_00616	GCA_030235365_1_ASM3023536v1_genomic_01553	GCA_030235425_1_ASM3023542v1_genomic_01986	GCA_030239835_1_ASM3023983v1_genomic_00935	GCA_030239865_1_ASM3023986v1_genomic_00937	GCA_030240135_1_ASM3024013v1_genomic_00562	GCA_030240165_1_ASM3024016v1_genomic_00706
g00018_00006	g00018	NA	Succinate dehydrogenase cytochrome B-558 subunit	98	1	10	1	1	1	0	0	0	0	10	Succinate dehydrogenase cytochrome B-558 subunit(10)	NA(10)	762	762	762.00	1	41	GCA_029747675_1_ASM2974767v1_genomic_01030	GCA_029747785_1_ASM2974778v1_genomic_01016	GCA_029747985_1_ASM2974798v1_genomic_01019	GCA_030235295_1_ASM3023529v1_genomic_00591	GCA_030235365_1_ASM3023536v1_genomic_01564	GCA_030235425_1_ASM3023542v1_genomic_01987	GCA_030239835_1_ASM3023983v1_genomic_00922	GCA_030239865_1_ASM3023986v1_genomic_00942	GCA_030240135_1_ASM3024013v1_genomic_00546	GCA_030240165_1_ASM3024016v1_genomic_00707
g00688_00006	g00688	NA	Succinate dehydrogenase/fumarate reductase%2C flavoprotein subunit	98	1	10	1	1	1	0	0	0	0	10	Succinate dehydrogenase/fumarate reductase%2C flavoprotein subunit(10)	NA(10)	2022	2022	2022.00	1	42	GCA_029747675_1_ASM2974767v1_genomic_01029	GCA_029747785_1_ASM2974778v1_genomic_01015	GCA_029747985_1_ASM2974798v1_genomic_01018	GCA_030235295_1_ASM3023529v1_genomic_00536	GCA_030235365_1_ASM3023536v1_genomic_01574	GCA_030235425_1_ASM3023542v1_genomic_01989	GCA_030239835_1_ASM3023983v1_genomic_00891	GCA_030239865_1_ASM3023986v1_genomic_00945	GCA_030240135_1_ASM3024013v1_genomic_00518	GCA_030240165_1_ASM3024016v1_genomic_00708
g00449_00006	g00449	NA	Succinate dehydrogenase/fumarate reductase%2C Fe-S protein subunit	98	1	10	1	1	1	0	0	0	0	10	Succinate dehydrogenase/fumarate reductase%2C Fe-S protein subunit(10)	NA(10)	765	765	765.00	1	43	GCA_029747675_1_ASM2974767v1_genomic_01028	GCA_029747785_1_ASM2974778v1_genomic_01014	GCA_029747985_1_ASM2974798v1_genomic_01017	GCA_030235295_1_ASM3023529v1_genomic_00519	GCA_030235365_1_ASM3023536v1_genomic_01593	GCA_030235425_1_ASM3023542v1_genomic_01992	GCA_030239835_1_ASM3023983v1_genomic_00886	GCA_030239865_1_ASM3023986v1_genomic_00959	GCA_030240135_1_ASM3024013v1_genomic_00502	GCA_030240165_1_ASM3024016v1_genomic_00709
g00254_00006	g00254	NA	50S ribosomal protein L19	98	1	10	1	1	1	0	0	0	0	10	50S ribosomal protein L19(10)	NA(10)	357	357	357.00	1	44	GCA_029747675_1_ASM2974767v1_genomic_01027	GCA_029747785_1_ASM2974778v1_genomic_01013	GCA_029747985_1_ASM2974798v1_genomic_01016	GCA_030235295_1_ASM3023529v1_genomic_00493	GCA_030235365_1_ASM3023536v1_genomic_01607	GCA_030235425_1_ASM3023542v1_genomic_01993	GCA_030239835_1_ASM3023983v1_genomic_00875	GCA_030239865_1_ASM3023986v1_genomic_00962	GCA_030240135_1_ASM3024013v1_genomic_00491	GCA_030240165_1_ASM3024016v1_genomic_00710
g00797_00006	g00797	NA	signal peptidase I	98	1	10	1	1	1	0	0	0	0	10	signal peptidase I(10)	NA(10)	825	825	825.00	1	45	GCA_029747675_1_ASM2974767v1_genomic_01026	GCA_029747785_1_ASM2974778v1_genomic_01012	GCA_029747985_1_ASM2974798v1_genomic_01015	GCA_030235295_1_ASM3023529v1_genomic_00468	GCA_030235365_1_ASM3023536v1_genomic_01610	GCA_030235425_1_ASM3023542v1_genomic_01995	GCA_030239835_1_ASM3023983v1_genomic_00862	GCA_030239865_1_ASM3023986v1_genomic_00966	GCA_030240135_1_ASM3024013v1_genomic_00476	GCA_030240165_1_ASM3024016v1_genomic_00711
g01072_00006	g01072	NA	ribonuclease HII	98	1	10	1	1	1	0	0	0	0	10	ribonuclease HII(10)	NA(10)	636	636	636.00	1	46	GCA_029747675_1_ASM2974767v1_genomic_01025	GCA_029747785_1_ASM2974778v1_genomic_01011	GCA_029747985_1_ASM2974798v1_genomic_01014	GCA_030235295_1_ASM3023529v1_genomic_00455	GCA_030235365_1_ASM3023536v1_genomic_01619	GCA_030235425_1_ASM3023542v1_genomic_01996	GCA_030239835_1_ASM3023983v1_genomic_00852	GCA_030239865_1_ASM3023986v1_genomic_00974	GCA_030240135_1_ASM3024013v1_genomic_00466	GCA_030240165_1_ASM3024016v1_genomic_00712
g00004_00006	g00004	NA	YraN family protein	98	1	10	1	1	1	0	0	0	0	10	YraN family protein(10)	NA(10)	363	363	363.00	1	47	GCA_029747675_1_ASM2974767v1_genomic_01024	GCA_029747785_1_ASM2974778v1_genomic_01010	GCA_029747985_1_ASM2974798v1_genomic_01013	GCA_030235295_1_ASM3023529v1_genomic_00435	GCA_030235365_1_ASM3023536v1_genomic_01629	GCA_030235425_1_ASM3023542v1_genomic_01999	GCA_030239835_1_ASM3023983v1_genomic_00837	GCA_030239865_1_ASM3023986v1_genomic_00979	GCA_030240135_1_ASM3024013v1_genomic_00451	GCA_030240165_1_ASM3024016v1_genomic_00713
g00595_00006	g00595	NA	putative Mg-chelatase%2C contains ChlI-like and ATPase domains%2C YifB family	98	1	10	1	1	1	0	0	0	0	10	putative Mg-chelatase%2C contains ChlI-like and ATPase domains%2C YifB family(10)	NA(10)	1539	1539	1539.00	1	48	GCA_029747675_1_ASM2974767v1_genomic_01023	GCA_029747785_1_ASM2974778v1_genomic_01009	GCA_029747985_1_ASM2974798v1_genomic_01012	GCA_030235295_1_ASM3023529v1_genomic_00385	GCA_030235365_1_ASM3023536v1_genomic_01633	GCA_030235425_1_ASM3023542v1_genomic_02000	GCA_030239835_1_ASM3023983v1_genomic_00809	GCA_030239865_1_ASM3023986v1_genomic_00983	GCA_030240135_1_ASM3024013v1_genomic_00421	GCA_030240165_1_ASM3024016v1_genomic_00714
g01670_00006	g01670	unitary	DNA-processing protein DprA	98	1	10	1	1	1	0	0	0	0	10	DNA-processing protein DprA(10)	NA(9):unitary(1)	678	1161	1112.70	1	49	GCA_029747675_1_ASM2974767v1_genomic_01022	GCA_029747785_1_ASM2974778v1_genomic_01008	GCA_029747985_1_ASM2974798v1_genomic_01011	GCA_030235295_1_ASM3023529v1_genomic_00360	GCA_030235365_1_ASM3023536v1_genomic_01651	GCA_030235425_1_ASM3023542v1_genomic_02002	GCA_030239835_1_ASM3023983v1_genomic_00793	GCA_030239865_1_ASM3023986v1_genomic_00995	GCA_030240135_1_ASM3024013v1_genomic_00408	GCA_030240165_1_ASM3024016v1_genomic_00715
g00042_00006	g00042	NA	putative Fe-Mo cluster-binding protein%2C NifX family	98	1	10	1	1	1	0	0	0	0	10	putative Fe-Mo cluster-binding protein%2C NifX family(10)	NA(10)	387	387	387.00	1	50	GCA_029747675_1_ASM2974767v1_genomic_01021	GCA_029747785_1_ASM2974778v1_genomic_01007	GCA_029747985_1_ASM2974798v1_genomic_01010	GCA_030235295_1_ASM3023529v1_genomic_00314	GCA_030235365_1_ASM3023536v1_genomic_01677	GCA_030235425_1_ASM3023542v1_genomic_02006	GCA_030239835_1_ASM3023983v1_genomic_00764	GCA_030239865_1_ASM3023986v1_genomic_01016	GCA_030240135_1_ASM3024013v1_genomic_00376	GCA_030240165_1_ASM3024016v1_genomic_00716
g00344_00006	g00344	NA	undecaprenyl-diphosphate phosphatase	98	1	10	1	1	1	0	0	0	0	10	undecaprenyl-diphosphate phosphatase(10)	NA(10)	837	837	837.00	1	51	GCA_029747675_1_ASM2974767v1_genomic_01020	GCA_029747785_1_ASM2974778v1_genomic_01006	GCA_029747985_1_ASM2974798v1_genomic_01009	GCA_030235295_1_ASM3023529v1_genomic_00288	GCA_030235365_1_ASM3023536v1_genomic_01683	GCA_030235425_1_ASM3023542v1_genomic_02007	GCA_030239835_1_ASM3023983v1_genomic_00750	GCA_030239865_1_ASM3023986v1_genomic_01020	GCA_030240135_1_ASM3024013v1_genomic_00361	GCA_030240165_1_ASM3024016v1_genomic_00717
g00432_00006	g00432	NA	Pyridoxal reductase PdxI or related oxidoreductase%2C aldo/keto reductase family	98	1	10	1	1	1	0	0	0	0	10	Pyridoxal reductase PdxI or related oxidoreductase%2C aldo/keto reductase family(10)	NA(10)	990	990	990.00	1	52	GCA_029747675_1_ASM2974767v1_genomic_01019	GCA_029747785_1_ASM2974778v1_genomic_01005	GCA_029747985_1_ASM2974798v1_genomic_01008	GCA_030235295_1_ASM3023529v1_genomic_00304	GCA_030235365_1_ASM3023536v1_genomic_01710	GCA_030235425_1_ASM3023542v1_genomic_02014	GCA_030239835_1_ASM3023983v1_genomic_00697	GCA_030239865_1_ASM3023986v1_genomic_01043	GCA_030240135_1_ASM3024013v1_genomic_00370	GCA_030240165_1_ASM3024016v1_genomic_00718
g00363_00006	g00363	NA	cysteine--1-D-myo-inosityl 2-amino-2-deoxy-alpha-D-glucopyranoside ligase	98	1	10	1	1	1	0	0	0	0	10	cysteine--1-D-myo-inosityl 2-amino-2-deoxy-alpha-D-glucopyranoside ligase(10)	NA(10)	1257	1257	1257.00	1	53	GCA_029747675_1_ASM2974767v1_genomic_01018	GCA_029747785_1_ASM2974778v1_genomic_01004	GCA_029747985_1_ASM2974798v1_genomic_01007	GCA_030235295_1_ASM3023529v1_genomic_00329	GCA_030235365_1_ASM3023536v1_genomic_01717	GCA_030235425_1_ASM3023542v1_genomic_02017	GCA_030239835_1_ASM3023983v1_genomic_00681	GCA_030239865_1_ASM3023986v1_genomic_01054	GCA_030240135_1_ASM3024013v1_genomic_00391	GCA_030240165_1_ASM3024016v1_genomic_00719
g00392_00006	g00392	NA	ATP-dependent zinc metalloprotease FtsH	98	1	10	1	1	1	0	0	0	0	10	ATP-dependent zinc metalloprotease FtsH(10)	NA(10)	2151	2151	2151.00	1	54	GCA_029747675_1_ASM2974767v1_genomic_01017	GCA_029747785_1_ASM2974778v1_genomic_01003	GCA_029747985_1_ASM2974798v1_genomic_01006	GCA_030235295_1_ASM3023529v1_genomic_00364	GCA_030235365_1_ASM3023536v1_genomic_01731	GCA_030235425_1_ASM3023542v1_genomic_02020	GCA_030239835_1_ASM3023983v1_genomic_00644	GCA_030239865_1_ASM3023986v1_genomic_01063	GCA_030240135_1_ASM3024013v1_genomic_00410	GCA_030240165_1_ASM3024016v1_genomic_00720
g00019_00006	g00019	NA	phosphoribosyl-ATP diphosphatase	98	1	10	1	1	1	0	0	0	0	10	phosphoribosyl-ATP diphosphatase(10)	NA(10)	267	267	267.00	1	55	GCA_029747675_1_ASM2974767v1_genomic_01016	GCA_029747785_1_ASM2974778v1_genomic_01002	GCA_029747985_1_ASM2974798v1_genomic_01005	GCA_030235295_1_ASM3023529v1_genomic_00424	GCA_030235365_1_ASM3023536v1_genomic_01745	GCA_030235425_1_ASM3023542v1_genomic_02025	GCA_030239835_1_ASM3023983v1_genomic_00639	GCA_030239865_1_ASM3023986v1_genomic_01084	GCA_030240135_1_ASM3024013v1_genomic_00450	GCA_030240165_1_ASM3024016v1_genomic_00721
g00443_00006	g00443	NA	ATP phosphoribosyltransferase	98	1	10	1	1	1	0	0	0	0	10	ATP phosphoribosyltransferase(10)	NA(10)	864	864	864.00	1	56	GCA_029747675_1_ASM2974767v1_genomic_01015	GCA_029747785_1_ASM2974778v1_genomic_01001	GCA_029747985_1_ASM2974798v1_genomic_01004	GCA_030235295_1_ASM3023529v1_genomic_00436	GCA_030235365_1_ASM3023536v1_genomic_01750	GCA_030235425_1_ASM3023542v1_genomic_02026	GCA_030239835_1_ASM3023983v1_genomic_00619	GCA_030239865_1_ASM3023986v1_genomic_01087	GCA_030240135_1_ASM3024013v1_genomic_00457	GCA_030240165_1_ASM3024016v1_genomic_00722
g00120_00006	g00120	NA	translation initiation factor IF-3	98	1	10	1	1	1	0	0	0	0	10	translation initiation factor IF-3(10)	NA(10)	729	729	729.00	1	57	GCA_029747675_1_ASM2974767v1_genomic_01014	GCA_029747785_1_ASM2974778v1_genomic_01000	GCA_029747985_1_ASM2974798v1_genomic_01003	GCA_030235295_1_ASM3023529v1_genomic_00480	GCA_030235365_1_ASM3023536v1_genomic_01760	GCA_030235425_1_ASM3023542v1_genomic_02028	GCA_030239835_1_ASM3023983v1_genomic_00582	GCA_030239865_1_ASM3023986v1_genomic_01099	GCA_030240135_1_ASM3024013v1_genomic_00485	GCA_030240165_1_ASM3024016v1_genomic_00723
g00090_00006	g00090	NA	50S ribosomal protein L35	98	1	10	1	1	1	0	0	0	0	10	50S ribosomal protein L35(10)	NA(10)	195	195	195.00	1	58	GCA_029747675_1_ASM2974767v1_genomic_01013	GCA_029747785_1_ASM2974778v1_genomic_00999	GCA_029747985_1_ASM2974798v1_genomic_01002	GCA_030235295_1_ASM3023529v1_genomic_00503	GCA_030235365_1_ASM3023536v1_genomic_01765	GCA_030235425_1_ASM3023542v1_genomic_02029	GCA_030239835_1_ASM3023983v1_genomic_00575	GCA_030239865_1_ASM3023986v1_genomic_01103	GCA_030240135_1_ASM3024013v1_genomic_00498	GCA_030240165_1_ASM3024016v1_genomic_00724
g00100_00006	g00100	NA	50S ribosomal protein L20	98	1	10	1	1	1	0	0	0	0	10	50S ribosomal protein L20(10)	NA(10)	372	372	372.00	1	59	GCA_029747675_1_ASM2974767v1_genomic_01012	GCA_029747785_1_ASM2974778v1_genomic_00998	GCA_029747985_1_ASM2974798v1_genomic_01001	GCA_030235295_1_ASM3023529v1_genomic_00516	GCA_030235365_1_ASM3023536v1_genomic_01768	GCA_030235425_1_ASM3023542v1_genomic_02031	GCA_030239835_1_ASM3023983v1_genomic_00562	GCA_030239865_1_ASM3023986v1_genomic_01106	GCA_030240135_1_ASM3024013v1_genomic_00506	GCA_030240165_1_ASM3024016v1_genomic_00725
g01149_00006	g01149	NA	tRNA G18 (ribose-2'-O)-methylase SpoU	98	1	10	1	1	1	0	0	0	0	10	tRNA G18 (ribose-2'-O)-methylase SpoU(10)	NA(10)	861	861	861.00	1	60	GCA_029747675_1_ASM2974767v1_genomic_01011	GCA_029747785_1_ASM2974778v1_genomic_00997	GCA_029747985_1_ASM2974798v1_genomic_01000	GCA_030235295_1_ASM3023529v1_genomic_00528	GCA_030235365_1_ASM3023536v1_genomic_01772	GCA_030235425_1_ASM3023542v1_genomic_02032	GCA_030239835_1_ASM3023983v1_genomic_00548	GCA_030239865_1_ASM3023986v1_genomic_01108	GCA_030240135_1_ASM3024013v1_genomic_00514	GCA_030240165_1_ASM3024016v1_genomic_00726
g00545_00006	g00545	NA	phenylalanine--tRNA ligase subunit alpha	98	1	10	1	1	1	0	0	0	0	10	phenylalanine--tRNA ligase subunit alpha(10)	NA(10)	1095	1095	1095.00	1	61	GCA_029747675_1_ASM2974767v1_genomic_01010	GCA_029747785_1_ASM2974778v1_genomic_00996	GCA_029747985_1_ASM2974798v1_genomic_00999	GCA_030235295_1_ASM3023529v1_genomic_00557	GCA_030235365_1_ASM3023536v1_genomic_01780	GCA_030235425_1_ASM3023542v1_genomic_02036	GCA_030239835_1_ASM3023983v1_genomic_00508	GCA_030239865_1_ASM3023986v1_genomic_01115	GCA_030240135_1_ASM3024013v1_genomic_00529	GCA_030240165_1_ASM3024016v1_genomic_00727
g00286_00006	g00286	NA	phenylalanine--tRNA ligase subunit beta	98	1	10	1	1	1	0	0	0	0	10	phenylalanine--tRNA ligase subunit beta(10)	NA(10)	2529	2529	2529.00	1	62	GCA_029747675_1_ASM2974767v1_genomic_01009	GCA_029747785_1_ASM2974778v1_genomic_00995	GCA_029747985_1_ASM2974798v1_genomic_00998	GCA_030235295_1_ASM3023529v1_genomic_00583	GCA_030235365_1_ASM3023536v1_genomic_01790	GCA_030235425_1_ASM3023542v1_genomic_02037	GCA_030239835_1_ASM3023983v1_genomic_00457	GCA_030239865_1_ASM3023986v1_genomic_01122	GCA_030240135_1_ASM3024013v1_genomic_00545	GCA_030240165_1_ASM3024016v1_genomic_00728
g00554_00006	g00554	NA	Aspartate/methionine/tyrosine aminotransferase	98	1	10	1	1	1	0	0	0	0	10	Aspartate/methionine/tyrosine aminotransferase(10)	NA(10)	1215	1215	1215.00	1	63	GCA_029747675_1_ASM2974767v1_genomic_01008	GCA_029747785_1_ASM2974778v1_genomic_00994	GCA_029747985_1_ASM2974798v1_genomic_00997	GCA_030235295_1_ASM3023529v1_genomic_00665	GCA_030235365_1_ASM3023536v1_genomic_01806	GCA_030235425_1_ASM3023542v1_genomic_02043	GCA_030239835_1_ASM3023983v1_genomic_00420	GCA_030239865_1_ASM3023986v1_genomic_01134	GCA_030240135_1_ASM3024013v1_genomic_00586	GCA_030240165_1_ASM3024016v1_genomic_00729
g00510_00006	g00510	NA	N-acetyl-gamma-glutamyl-phosphate reductase	98	1	10	1	1	1	0	0	0	0	10	N-acetyl-gamma-glutamyl-phosphate reductase(10)	NA(10)	1032	1032	1032.00	1	64	GCA_029747675_1_ASM2974767v1_genomic_01007	GCA_029747785_1_ASM2974778v1_genomic_00993	GCA_029747985_1_ASM2974798v1_genomic_00996	GCA_030235295_1_ASM3023529v1_genomic_00695	GCA_030235365_1_ASM3023536v1_genomic_01812	GCA_030235425_1_ASM3023542v1_genomic_02045	GCA_030239835_1_ASM3023983v1_genomic_00391	GCA_030239865_1_ASM3023986v1_genomic_01143	GCA_030240135_1_ASM3024013v1_genomic_00603	GCA_030240165_1_ASM3024016v1_genomic_00730
g00582_00006	g00582	NA	bifunctional glutamate N-acetyltransferase/amino-acid acetyltransferase ArgJ	98	1	10	1	1	1	0	0	0	0	10	bifunctional glutamate N-acetyltransferase/amino-acid acetyltransferase ArgJ(10)	NA(10)	1152	1152	1152.00	1	65	GCA_029747675_1_ASM2974767v1_genomic_01006	GCA_029747785_1_ASM2974778v1_genomic_00992	GCA_029747985_1_ASM2974798v1_genomic_00995	GCA_030235295_1_ASM3023529v1_genomic_00719	GCA_030235365_1_ASM3023536v1_genomic_01818	GCA_030235425_1_ASM3023542v1_genomic_02048	GCA_030239835_1_ASM3023983v1_genomic_00354	GCA_030239865_1_ASM3023986v1_genomic_01153	GCA_030240135_1_ASM3024013v1_genomic_00619	GCA_030240165_1_ASM3024016v1_genomic_00731
g00455_00006	g00455	NA	N-acetylglutamate kinase	98	1	10	1	1	1	0	0	0	0	10	N-acetylglutamate kinase(10)	NA(10)	912	912	912.00	1	66	GCA_029747675_1_ASM2974767v1_genomic_01005	GCA_029747785_1_ASM2974778v1_genomic_00991	GCA_029747985_1_ASM2974798v1_genomic_00994	GCA_030235295_1_ASM3023529v1_genomic_00752	GCA_030235365_1_ASM3023536v1_genomic_01825	GCA_030235425_1_ASM3023542v1_genomic_02051	GCA_030239835_1_ASM3023983v1_genomic_00334	GCA_030239865_1_ASM3023986v1_genomic_01162	GCA_030240135_1_ASM3024013v1_genomic_00632	GCA_030240165_1_ASM3024016v1_genomic_00732
g00158_00006	g00158	NA	acetylornithine transaminase	98	1	10	1	1	1	0	0	0	0	10	acetylornithine transaminase(10)	NA(10)	1224	1224	1224.00	1	67	GCA_029747675_1_ASM2974767v1_genomic_01004	GCA_029747785_1_ASM2974778v1_genomic_00990	GCA_029747985_1_ASM2974798v1_genomic_00993	GCA_030235295_1_ASM3023529v1_genomic_00772	GCA_030235365_1_ASM3023536v1_genomic_01828	GCA_030235425_1_ASM3023542v1_genomic_02053	GCA_030239835_1_ASM3023983v1_genomic_00311	GCA_030239865_1_ASM3023986v1_genomic_01166	GCA_030240135_1_ASM3024013v1_genomic_00650	GCA_030240165_1_ASM3024016v1_genomic_00733
g00800_00006	g00800	NA	Arginine repressor	98	1	10	1	1	1	0	0	0	0	10	Arginine repressor(10)	NA(10)	555	555	555.00	1	68	GCA_029747675_1_ASM2974767v1_genomic_01003	GCA_029747785_1_ASM2974778v1_genomic_00989	GCA_029747985_1_ASM2974798v1_genomic_00992	GCA_030235295_1_ASM3023529v1_genomic_00794	GCA_030235365_1_ASM3023536v1_genomic_01832	GCA_030235425_1_ASM3023542v1_genomic_02055	GCA_030239835_1_ASM3023983v1_genomic_00295	GCA_030239865_1_ASM3023986v1_genomic_01172	GCA_030240135_1_ASM3024013v1_genomic_00666	GCA_030240165_1_ASM3024016v1_genomic_00734
g00412_00006	g00412	NA	argininosuccinate lyase	98	1	10	1	1	1	0	0	0	0	10	argininosuccinate lyase(10)	NA(10)	1422	1422	1422.00	1	69	GCA_029747675_1_ASM2974767v1_genomic_01002	GCA_029747785_1_ASM2974778v1_genomic_00988	GCA_029747985_1_ASM2974798v1_genomic_00991	GCA_030235295_1_ASM3023529v1_genomic_00810	GCA_030235365_1_ASM3023536v1_genomic_01833	GCA_030235425_1_ASM3023542v1_genomic_02058	GCA_030239835_1_ASM3023983v1_genomic_00272	GCA_030239865_1_ASM3023986v1_genomic_01175	GCA_030240135_1_ASM3024013v1_genomic_00675	GCA_030240165_1_ASM3024016v1_genomic_00735
g01489_00005	g01489	NA	MmpS family membrane protein	95	4	10	1	1	1	0	0	0	0	10	MmpS family membrane protein(10)	NA(10)	303	531	493.50	2	1	GCA_029747675_1_ASM2974767v1_genomic_00276	GCA_029747785_1_ASM2974778v1_genomic_00262	GCA_029747985_1_ASM2974798v1_genomic_00265	GCA_030235295_1_ASM3023529v1_genomic_00544	GCA_030235365_1_ASM3023536v1_genomic_00515	GCA_030235425_1_ASM3023542v1_genomic_00606	GCA_030239835_1_ASM3023983v1_genomic_00312	GCA_030239865_1_ASM3023986v1_genomic_01011	GCA_030240135_1_ASM3024013v1_genomic_00589	GCA_030240165_1_ASM3024016v1_genomic_00298
g01409_00003	g01409	NA	putative transcriptional regulator%2C ArsR family	80	4	10	1	1	1	0	0	0	0	10	putative transcriptional regulator%2C ArsR family(6):Transcriptional regulator ArsR(4)	NA(10)	999	1098	1041.00	2	2	GCA_029747675_1_ASM2974767v1_genomic_00277	GCA_029747785_1_ASM2974778v1_genomic_00268	GCA_029747985_1_ASM2974798v1_genomic_00271	GCA_030235295_1_ASM3023529v1_genomic_01234	GCA_030235365_1_ASM3023536v1_genomic_00846	GCA_030235425_1_ASM3023542v1_genomic_01172	GCA_030239835_1_ASM3023983v1_genomic_00507	GCA_030239865_1_ASM3023986v1_genomic_00835	GCA_030240135_1_ASM3024013v1_genomic_00362	GCA_030240165_1_ASM3024016v1_genomic_00299
g01306_00006	g01306	NA	Multicopper oxidase with three cupredoxin domains (includes cell division protein FtsP and spore coat protein CotA)	98	1	10	1	1	1	0	0	0	0	10	Multicopper oxidase with three cupredoxin domains (includes cell division protein FtsP and spore coat protein CotA)(10)	NA(10)	2637	2637	2637.00	2	3	GCA_029747675_1_ASM2974767v1_genomic_00278	GCA_029747785_1_ASM2974778v1_genomic_00269	GCA_029747985_1_ASM2974798v1_genomic_00272	GCA_030235295_1_ASM3023529v1_genomic_01188	GCA_030235365_1_ASM3023536v1_genomic_00916	GCA_030235425_1_ASM3023542v1_genomic_01088	GCA_030239835_1_ASM3023983v1_genomic_00566	GCA_030239865_1_ASM3023986v1_genomic_00791	GCA_030240135_1_ASM3024013v1_genomic_00402	GCA_030240165_1_ASM3024016v1_genomic_00300
g01520_1_00009	g01520_1	NA	Clumping factor A-related surface protein%2C MSCRAMM (microbial surface components recognizing adhesive matrix molecules) family%2C DEv-IgG fold	95	2	10	1	1	1	0	0	0	0	10	Clumping factor A-related surface protein%2C MSCRAMM (microbial surface components recognizing adhesive matrix molecules) family%2C DEv-IgG fold(10)	NA(10)	1380	1380	1380.00	2	4	GCA_029747675_1_ASM2974767v1_genomic_00279	GCA_029747785_1_ASM2974778v1_genomic_00270	GCA_029747985_1_ASM2974798v1_genomic_00273	GCA_030235295_1_ASM3023529v1_genomic_01162	GCA_030235365_1_ASM3023536v1_genomic_00998	GCA_030235425_1_ASM3023542v1_genomic_01047	GCA_030239835_1_ASM3023983v1_genomic_00627	GCA_030239865_1_ASM3023986v1_genomic_00776	GCA_030240135_1_ASM3024013v1_genomic_00442	GCA_030240165_1_ASM3024016v1_genomic_00301
g01647_00005	g01647	NA	DNA polymerase III subunit gamma and tau	95	2	10	1	1	1	0	0	0	0	10	DNA polymerase III subunit gamma and tau(10)	NA(10)	3390	3429	3405.90	2	5	GCA_029747675_1_ASM2974767v1_genomic_00280	GCA_029747785_1_ASM2974778v1_genomic_00271	GCA_029747985_1_ASM2974798v1_genomic_00274	GCA_030235295_1_ASM3023529v1_genomic_01106	GCA_030235365_1_ASM3023536v1_genomic_01071	GCA_030235425_1_ASM3023542v1_genomic_00940	GCA_030239835_1_ASM3023983v1_genomic_00668	GCA_030239865_1_ASM3023986v1_genomic_00724	GCA_030240135_1_ASM3024013v1_genomic_00484	GCA_030240165_1_ASM3024016v1_genomic_00302
